,Domain,Supergroup,Division,Subdivision,Class,Order,Family,Genus,Species,Taxa
ASV_3449,Eukaryota,TSAR,Stramenopiles,Gyrista,Raphidophyceae,Raphidophyceae_X,Raphidophyceae_XX,Vacuolaria,Vacuolaria_virescens,Stramenopiles
ASV_3450,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Synurales,Synuraceae,NA,NA,Stramenopiles
ASV_3451,Eukaryota,TSAR,NA,NA,NA,NA,NA,NA,NA,NA
ASV_3452,Eukaryota,TSAR,Rhizaria,Cercozoa,NA,NA,NA,NA,NA,Rhizaria
ASV_3453,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Chromulinales,Chrysamoebaceae,Chrysamoeba,Chrysamoeba_tenera,Stramenopiles
ASV_3454,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Ostracoda,NA,NA,Opisthokonta_Arthropoda
ASV_3455,Eukaryota,TSAR,Stramenopiles,Gyrista,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra,Synedra_ulna,Stramenopiles
ASV_3456,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Trebouxiophyceae,Watanabea-Clade,Watanabea-Clade_X,Chloroidium,Chloroidium_lichenum,Chlorophyta
ASV_3457,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV_3458,Eukaryota,TSAR,Stramenopiles,Bigyra,Opalozoa,Opalozoa_X,MAST-12,MAST-12C,MAST-12C_sp.,Stramenopiles
ASV_3459,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV_3460,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,NA,NA,Opisthokonta_Arthropoda
ASV_3461,Eukaryota,TSAR,Stramenopiles,Bigyra,Sagenista,Labyrinthulomycetes,Amphitraemidae,Amphitrema,Amphitrema_sp.,Stramenopiles
ASV_3462,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes,NA,NA,NA,Stramenopiles
ASV_3463,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Paraphysomonadaceae,Paraphysomonas,Paraphysomonas_vulgaris,Stramenopiles
ASV_3464,Eukaryota,TSAR,Stramenopiles,Gyrista,Eustigmatophyceae,Eustigmatophyceae_X,Eustigmatophyceae_XX,Pseudostaurastrum,Pseudostaurastrum_enorme,Stramenopiles
ASV_3465,Eukaryota,Haptista,Centroplasthelida,Centroplasthelida_X,Pterocystida,Pterista,Heterophryidae,Heterophrys,Heterophrys_sp.,Centroplasthelida
ASV_3466,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Trebouxiophyceae,Watanabea-Clade,Watanabea-Clade_X,Chloroidium,Chloroidium_orientale,Chlorophyta
ASV_3467,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,NA,NA,Opisthokonta_Ascomycota
ASV_3468,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,NA,NA,Opisthokonta_Basidiomycota
ASV_3469,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV_3470,Eukaryota,TSAR,Alveolata,Ciliophora,Oligohymenophorea,Scuticociliatia_2,Scuticociliatia_2_X,Scuticociliatia_2_XX,Tardigrada_environmental,Alveolata
ASV_3471,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Pandorina,Pandorina_colemaniae,Chlorophyta
ASV_3472,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes,Peronosporales,Halophytophthora,NA,Stramenopiles
ASV_3473,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA,Opisthokonta_Unclassified
ASV_3474,Eukaryota,TSAR,Alveolata,Ciliophora,Litostomatea,Haptoria_3,Haptoria_3_X,Fuscheria,Fuscheria_nodosa,Alveolata
ASV_3475,Eukaryota,TSAR,Alveolata,Ciliophora,Oligohymenophorea,OLIGO4,OLIGO4_X,OLIGO4_XX,OLIGO4_XX_sp.,Alveolata
ASV_3476,Eukaryota,Obazoa,Opisthokonta,Choanoflagellata,Choanoflagellatea,Craspedida,Salpingoecidae_Group_C1,NA,NA,Opisthokonta_Choanoflagellatea
ASV_3477,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Goniomonadales,Goniomonadales_X,Goniomonas,Goniomonas_truncata,Cryptophyta
ASV_3478,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Branchiopoda,NA,NA,Opisthokonta_Arthropoda
ASV_3479,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Eucyclops,NA,Opisthokonta_Arthropoda
ASV_3480,Eukaryota,Obazoa,Opisthokonta,Choanoflagellata,Choanoflagellatea,Choanoflagellatea_X,Choanoflagellatea_XX,Salpingoeca,Salpingoeca_macrocollata,Opisthokonta_Choanoflagellatea
ASV_3481,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Eucyclops,NA,Opisthokonta_Arthropoda
ASV_3482,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV_3483,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,NA,NA,Chlorophyta
ASV_3484,Eukaryota,Obazoa,Opisthokonta,Metazoa,Gastrotricha,Gastrotricha_X,Gastrotricha_XX,NA,NA,Opisthokonta_Gastrotricha
ASV_3485,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Branchiopoda,Chydorus,Chydorus_sphaericus,Opisthokonta_Arthropoda
ASV_3486,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonadea_ALPH2,Alphamonadea_ALPH2_sp.,Alveolata
ASV_3487,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,NA,NA,NA,NA,Stramenopiles
ASV_3488,Eukaryota,TSAR,Rhizaria,Cercozoa,NA,NA,NA,NA,NA,Rhizaria
ASV_3489,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,NA,NA,NA,Opisthokonta_Basidiomycota
ASV_3490,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Zygnemophyceae, Zygnemophyceae, ZygnemophyceaeX,Closterium,Closterium_sp.,Streptophyta
ASV_3491,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV_3492,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA,NA,Opisthokonta_Unclassified
ASV_3493,Eukaryota,Obazoa,Opisthokonta,Fungi,Rozellomycota,Rozellomycota_X,Rozellomycota_XX,Rozellomycota_XXX,Rozellomycota_XXX_sp.,Opisthokonta_Rozellomycota
ASV_3494,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Chromulinales,Chromulinaceae,NA,NA,Stramenopiles
ASV_3495,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Trebouxiophyceae,Trebouxiophyceae_X,Trebouxiophyceae_XX,Botryococcus,Botryococcus_terribilis,Chlorophyta
ASV_3496,Eukaryota,Obazoa,Opisthokonta,Choanoflagellata,Choanoflagellatea,NA,NA,NA,NA,Opisthokonta_Choanoflagellatea
ASV_3497,Eukaryota,TSAR,Rhizaria,Cercozoa,NA,NA,NA,NA,NA,Rhizaria
ASV_3498,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV_3499,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV_3500,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA,NA,Opisthokonta_Unclassified
ASV_3501,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,Pseudodendromonadales_XX,Pseudodendromonadales_XX_sp.,Stramenopiles
ASV_3502,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Branchiopoda,NA,NA,Opisthokonta_Arthropoda
ASV_3503,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA,Opisthokonta_Unclassified
ASV_3504,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Eudiaptomus,Eudiaptomus_graciloides,Opisthokonta_Arthropoda
ASV_3505,Eukaryota,Amoebozoa,Evosea,Evosea_X,Variosea,Variosea_X,Filamoebidae,Filamoeba,Filamoeba_sp.,Evosea
ASV_3506,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptophyceae_X,Basal_Cryptophyceae-1,Basal_Cryptophyceae-1_X,Basal_Cryptophyceae-1_X_sp.,Cryptophyta
ASV_3507,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA,NA,Opisthokonta_Unclassified
ASV_3508,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Lobochlamys,Lobochlamys_sp.,Chlorophyta
ASV_3509,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Ostracoda,Cypridopsis,Cypridopsis_japonica,Opisthokonta_Arthropoda
ASV_3510,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium_hirundinella,Alveolata
ASV_3511,Eukaryota,Obazoa,Opisthokonta,Ichthyosporea,Ichthyophonida,Ichthyophonidae,Amoebidianae,Ichthyophonidae_Amoebidianae_X,Ichthyophonidae_Amoebidianae_X_sp.,Opisthokonta_Ichthyophonida
ASV_3512,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Branchiopoda,Bosmina,Bosmina_longirostris,Opisthokonta_Arthropoda
ASV_3513,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-SarcomoNAdea,Pansomonadida,Pansomonadida_X,Pansomonadida_XX,Pansomonadida_XX_sp.,Rhizaria
ASV_3514,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-SarcomoNAdea,Pansomonadida,Agitatidae,Agitatidae_X,Agitatidae_X_sp.,Rhizaria
ASV_3515,Eukaryota,TSAR,NA,NA,NA,NA,NA,NA,NA,NA
ASV_3516,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Alphamonaceae,Alphamonas,Alphamonas_sp.,Alveolata
ASV_3517,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,NA,NA,Chlorophyta
ASV_3518,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Eudiaptomus,Eudiaptomus_graciloides,Opisthokonta_Arthropoda
ASV_3519,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,NA,NA,Opisthokonta_Ascomycota
ASV_3520,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyta_XX,Chlorophyta_XXX,Chlorophyta_XXXX,Scotinosphaera,NA,Chlorophyta
ASV_3521,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA,Opisthokonta_Unclassified
ASV_3522,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlorophyceae_X,Chlorophyceae_XX,Cylindrocapsa,Cylindrocapsa_geminella,Chlorophyta
ASV_3523,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Trebouxiophyceae,Watanabea-Clade,Watanabea-Clade_X,Dictyochloropsis,Dictyochloropsis_sp.,Chlorophyta
ASV_3524,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,Opisthokonta_Arthropoda
ASV_3525,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Eudiaptomus,Eudiaptomus_graciloides,Opisthokonta_Arthropoda
ASV_3526,Eukaryota,TSAR,Rhizaria,Cercozoa,Novel-clade-10-12,Tremulida,Tremulidae,Tremula,Tremula_longifila,Rhizaria
ASV_3527,Eukaryota,TSAR,Stramenopiles,Bigyra,Opalozoa,Opalozoa_X,MAST-12,MAST-12_X,MAST-12_X_sp.,Stramenopiles
ASV_3528,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Colpodellida_CHR1,Colpodellida_CHR1_X,Colpodellida_CHR1_X_sp.,Alveolata
ASV_3529,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA,NA,Opisthokonta_Unclassified
ASV_3530,Eukaryota,Haptista,Centroplasthelida,Centroplasthelida_X,Pterocystida,Pterista,Pterocystidae,Pterocystis,Pterocystis_sp.,Centroplasthelida
ASV_3531,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,NA,NA,NA,Stramenopiles
ASV_3532,Eukaryota,TSAR,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,Leptophryidae,NA,NA,Rhizaria
ASV_3533,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV_3534,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA,NA,Opisthokonta_Unclassified
ASV_3535,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Chromulinales,Chrysamoebaceae,Chrysamoeba,Chrysamoeba_tenera,Stramenopiles
ASV_3536,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Mamiellophyceae,Dolichomastigales,Crustomastigaceae,Crustomastix,Crustomastix_didyma,Chlorophyta
ASV_3537,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Chlamydomonas,NA,Chlorophyta
ASV_3538,Eukaryota,Obazoa,Opisthokonta,Metazoa,Gastrotricha,Gastrotricha_X,Gastrotricha_XX,Chaetonotus,NA,Opisthokonta_Gastrotricha
ASV_3539,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Oedogoniales,Oedogoniales_X,Oedogonium,NA,Chlorophyta
ASV_3540,Eukaryota,Haptista,Centroplasthelida,Centroplasthelida_X,Pterocystida,Pterista,NA,NA,NA,Centroplasthelida
ASV_3541,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,NA,NA,Opisthokonta_Ascomycota
ASV_3542,Eukaryota,TSAR,Stramenopiles,Gyrista,Gyrista_X,Gyrista_XX,MAST-2,MAST-2A,MAST-2A_sp.,Stramenopiles
ASV_3543,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA,Opisthokonta_Unclassified
ASV_3544,Eukaryota,TSAR,Stramenopiles,Gyrista,Eustigmatophyceae,Eustigmatophyceae_X,Eustigmatophyceae_XX,Pseudostaurastrum,Pseudostaurastrum_limneticum,Stramenopiles
ASV_3545,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,NA,NA,NA,NA,Stramenopiles
ASV_3546,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,NA,NA,Chlorophyta
ASV_3547,Eukaryota,TSAR,Stramenopiles,Gyrista,Pirsoniales,Pirsoniales_X,Pirsoniales_XX,Pirsonia,NA,Stramenopiles
ASV_3548,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,NA,NA,NA,NA,Opisthokonta_Chytridiomycota
ASV_3549,Eukaryota,TSAR,Stramenopiles,Gyrista,Eustigmatophyceae,Eustigmatophyceae_X,Eustigmatophyceae_XX,NA,NA,Stramenopiles
ASV_3550,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,Trichoderma,Trichoderma_virens,Opisthokonta_Ascomycota
ASV_3551,Eukaryota,TSAR,Stramenopiles,NA,NA,NA,NA,NA,NA,Stramenopiles
ASV_3552,Eukaryota,CRuMs,Rigifilida,Rigifilida_X,Rigifilida_XX,Rigifilida_XXX,Rigifilida_XXXX,Micronuclearia,Micronuclearia_podoventralis,Rigifilida
ASV_3553,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,NA,NA,Opisthokonta_Basidiomycota
ASV_3554,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV_3555,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,NA,NA,NA,NA,Stramenopiles
ASV_3556,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV_3557,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Spizellomycetales,NA,NA,NA,Opisthokonta_Chytridiomycota
ASV_3558,Eukaryota,TSAR,Alveolata,Ciliophora,Litostomatea,Litostomatea_X,Litostomatea_XX,Arcuospathidium,Arcuospathidium_namibiense,Alveolata
ASV_3559,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Granofilosea,Filosa-Granofilosea_X,Novel-Gran-234,Novel-Gran-234_X,Novel-Gran-234_X_sp.,Rhizaria
ASV_3560,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-SarcomoNAdea,Glissomonadida,Allapsidae,Allantion,Allantion_sp.,Rhizaria
ASV_3561,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Ulvophyceae,Cladophorales,Cladophorales_X,Aegagropilopsis,Aegagropilopsis_sp.,Chlorophyta
ASV_3562,Eukaryota,TSAR,Stramenopiles,Gyrista,Raphidophyceae,Raphidophyceae_X,Raphidophyceae_XX,NA,NA,Stramenopiles
ASV_3563,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Pezizomycotina_X,Alatospora,Alatospora_acuminata,Opisthokonta_Ascomycota
ASV_3564,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA,Opisthokonta_Unclassified
ASV_3565,Eukaryota,TSAR,Stramenopiles,Bigyra,Opalozoa,Opalozoa_X,MAST-12,MAST-12C,MAST-12C_sp.,Stramenopiles
ASV_3566,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,NA,NA,NA,Opisthokonta_Chytridiomycota
ASV_3567,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,NA,NA,Opisthokonta_Ascomycota
ASV_3568,Eukaryota,TSAR,Rhizaria,Cercozoa,NA,NA,NA,NA,NA,Rhizaria
ASV_3569,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA,Opisthokonta_Unclassified
ASV_3570,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA,NA,Opisthokonta_Unclassified
ASV_3571,Eukaryota,Obazoa,Opisthokonta,Choanoflagellata,Choanoflagellatea,NA,NA,NA,NA,Opisthokonta_Choanoflagellatea
ASV_3572,Eukaryota,Archaeplastida,Rhodophyta,Rhodophyta_X,Bangiophyceae,Cyanidiales,Cyanidiales_X,Cyanidiales_XX,Cyanidiales_XX_sp.,Rhodophyta
ASV_3573,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,Rhizophydiales_X,Rhizophydiales_XX,Rhizophydiales_XX_sp.,Opisthokonta_Chytridiomycota
ASV_3574,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Imbricatea,Filosa-Imbricatea_X,Filosa-Imbricatea_XX,Quadricilia,Quadricilia_rotundata,Rhizaria
ASV_3575,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Cladochytriales,Cladochytriaceae,Cladochytrium,Cladochytrium_replicatum,Opisthokonta_Chytridiomycota
ASV_3576,Eukaryota,TSAR,Stramenopiles,Gyrista,Eustigmatophyceae,Eustigmatophyceae_X,Eustigmatophyceae_XX,Goniochloris,Goniochloris_mutica,Stramenopiles
ASV_3577,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Trebouxiophyceae,Chlorellales,Chlorellales_X,Auxenochlorella,Auxenochlorella_sp.,Chlorophyta
ASV_3578,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Pinus,Pinus_taeda,Streptophyta
ASV_3579,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-SarcomoNAdea,Glissomonadida,NA,NA,NA,Rhizaria
ASV_3580,Eukaryota,TSAR,Stramenopiles,Bigyra,Sagenista,Labyrinthulomycetes,Amphitraemidae,Amphitrema,Amphitrema_sp.,Stramenopiles
ASV_3581,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Branchiopoda,Daphnia,Daphnia_pulex,Opisthokonta_Arthropoda
ASV_3582,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,Opisthokonta_Arthropoda
ASV_3583,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,Opisthokonta_Arthropoda
ASV_3584,Eukaryota,Obazoa,Opisthokonta,Metazoa,Gastrotricha,Gastrotricha_X,Gastrotricha_XX,Chaetonotus,Chaetonotus_microchaetus,Opisthokonta_Gastrotricha
ASV_3585,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV_3586,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,NA,NA,NA,NA,Alveolata
ASV_3587,Eukaryota,Eukaryota_X,Ancyromonadida,Ancyromonadida_X,AncyromoNAdida_XX,Ancyromonadida_XXX,Ancyromonadida_Group-1,Ancyromonadida_Group-1_X,Ancyromonas_howeae,Ancyromonadida
ASV_3588,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,NA,NA,Chlorophyta
ASV_3589,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Bicoecales,Bicoecaceae,NA,NA,Stramenopiles
ASV_3590,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Eucyclops,Eucyclops_serrulatus,Opisthokonta_Arthropoda
ASV_3591,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium_hirundinella,Alveolata
ASV_3592,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV_3593,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,NA,NA,NA,NA,Opisthokonta_Chytridiomycota
ASV_3594,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium_hirundinella,Alveolata
ASV_3595,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Hafniomonas,Hafniomonas_reticulata,Chlorophyta
ASV_3596,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Granofilosea,Cryptofilida,Mesofilidae,Mesofila,Mesofila_limnetica,Rhizaria
ASV_3597,Eukaryota,TSAR,Stramenopiles,Gyrista,Bacillariophyceae,Naviculales,Pinnulariaceae,Pinnularia,Pinnularia_kuetzingii,Stramenopiles
ASV_3598,Eukaryota,TSAR,Stramenopiles,Gyrista,Bacillariophyceae,Naviculales,Neidiaceae,Neidium,Neidium_affine,Stramenopiles
ASV_3599,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Zygophlyctidales,Zygophlyctidaceae,Zygophlyctis,Zygophlyctis_melosirae,Opisthokonta_Chytridiomycota
ASV_3600,Eukaryota,TSAR,Rhizaria,Cercozoa,Novel-clade-10-12,Tremulida,Tremulidae,Tremula,Tremula_longifila,Rhizaria
ASV_3601,Eukaryota,Haptista,Centroplasthelida,Centroplasthelida_X,Pterocystida,Pterista,Heterophryidae,Sphaerastrum,Sphaerastrum_fockii,Centroplasthelida
ASV_3602,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes,Saprolegniales,Saprolegniales_X,Saprolegniales_X_sp.,Stramenopiles
ASV_3603,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,Opisthokonta_Arthropoda
ASV_3604,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Ceratium,Ceratium_hirundinella,Alveolata
ASV_3605,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Zygnemophyceae, Zygnemophyceae, ZygnemophyceaeX,Closterium,Closterium_sp.,Streptophyta
ASV_3606,Eukaryota,Obazoa,Opisthokonta,Choanoflagellata,Choanoflagellatea,Craspedida,Monosigidae_Group_A,Codosiga,Codosiga_botrytis,Opisthokonta_Choanoflagellatea
ASV_3607,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA,Opisthokonta_Arthropoda
ASV_3608,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA,NA
ASV_3609,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes,NA,NA,NA,Stramenopiles
ASV_3610,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA,Opisthokonta_Unclassified
ASV_3611,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Brachythecium,Brachythecium_rutabulum,Streptophyta
ASV_3612,Eukaryota,TSAR,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,Vampyrellida_X,Placopus,Placopus_flabellus,Rhizaria
ASV_3613,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmaceae_X,Scenedesmaceae_X_sp.,Chlorophyta
ASV_3614,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Branchiopoda,Bosmina,Bosmina_longirostris,Opisthokonta_Arthropoda
ASV_3615,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Branchiopoda,Bosmina,Bosmina_longirostris,Opisthokonta_Arthropoda
ASV_3616,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes,NA,NA,NA,Stramenopiles
ASV_3617,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-SarcomoNAdea,Glissomonadida,Bodomorphidae,Bodomorpha,Bodomorpha_sp.,Rhizaria
ASV_3618,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Imbricatea,Filosa-Imbricatea_X,Filosa-Imbricatea_XX,Filosa-Imbricatea_XXX,Filosa-Imbricatea_XXX_sp.,Rhizaria
ASV_3619,Eukaryota,Amoebozoa,Evosea,Evosea_X,Variosea,Variosea_X,WIM1-lineage,WIM1-lineage_X,WIM1-lineage_X_sp.,Evosea
ASV_3620,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Cladochytriales,Cladochytriaceae,Cladochytrium,Cladochytrium_replicatum,Opisthokonta_Chytridiomycota
ASV_3621,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Oedogoniales,Oedogoniales_X,Oedogonium,Oedogonium_sp.,Chlorophyta
