asvID,Domain,Supergroup,Division,Subdivision,Class,Order,Family,Genus,Species
ASV_2370,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Pilea,Pilea_cadierei
ASV_2371,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA
ASV_2372,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Cryptomonas,Cryptomonas_vietnamica
ASV_2373,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,NA,NA,NA,NA
ASV_2374,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,Pseudodendromonadales_XX,Pseudodendromonadales_XX_sp.
ASV_2375,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Sandonidae,Sandona,NA
ASV_2376,Eukaryota,Amoebozoa,Tubulinea,Tubulinea_X,Elardia,Euamoebida,Hartmannellidae,Copromyxa,NA
ASV_2377,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Branchiopoda,Pleuroxus,Pleuroxus_aduncus
ASV_2378,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,Alphamycetaceae,Alphamyces,Alphamyces_chaetifer
ASV_2379,Eukaryota,Obazoa,Opisthokonta,Metazoa,Gastrotricha,Gastrotricha_X,Gastrotricha_XX,NA,NA
ASV_2380,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA
ASV_2381,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Granofilosea,Filosa-Granofilosea_X,Novel-Gran-234,Novel-Gran-234_X,Novel-Gran-234_X_sp.
ASV_2382,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Volvox,Volvox_globator
ASV_2383,Eukaryota,TSAR,Rhizaria,Rhizaria_X,Rhizaria_XX,Aquavolonida,Aquavolonida_X,Aquavolon,NA
ASV_2384,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,Rhizophydiales_X,Rhizophydiales_XX,Rhizophydiales_XX_sp.
ASV_2385,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Acanthocyclops,Acanthocyclops_viridis
ASV_2386,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Skistodiaptomus,NA
ASV_2387,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Bodomorphidae,Bodomorpha,Bodomorpha_minima
ASV_2388,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Occidodiaptomus,NA
ASV_2389,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA
ASV_2390,Eukaryota,TSAR,Stramenopiles,Bigyra,Opalozoa,Opalozoa_X,MAST-12,MAST-12C,MAST-12C_sp.
ASV_2391,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,NA,NA
ASV_2392,Eukaryota,Obazoa,Opisthokonta,Fungi,Rozellomycota,Rozellomycota_X,Rozellomycota_XX,Rozellomycota_XXX,Rozellomycota_XXX_sp.
ASV_2393,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,NA,NA,NA
ASV_2394,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Occidodiaptomus,NA
ASV_2395,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA,NA
ASV_2396,Eukaryota,Obazoa,Opisthokonta,Fungi,Monoblepharomycota,Sanchytriales,Sanchytriaceae,Sanchytrium,Sanchytrium_tribonematis
ASV_2397,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,NA,NA
ASV_2398,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA
ASV_2399,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,Pseudodendromonadales_XX,Pseudodendromonadales_XX_sp.
ASV_2400,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Bicoecales,Bicoecaceae,Bicosoeca,Bicosoeca_petiolata
ASV_2401,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Gonium,Gonium_pectorale
ASV_2402,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Gonium,Gonium_pectorale
ASV_2403,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Occidodiaptomus,NA
ASV_2404,Eukaryota,TSAR,Alveolata,Ciliophora,Litostomatea,Haptoria_5,Pleurostomatida,Acineria,Acineria_incurvata
ASV_2405,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmaceae_X,Scenedesmaceae_X_sp.
ASV_2406,Eukaryota,TSAR,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,NA,NA
ASV_2407,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,NA,NA,NA,NA
ASV_2408,Eukaryota,Obazoa,Opisthokonta,Metazoa,Gastrotricha,Gastrotricha_X,Gastrotricha_XX,NA,NA
ASV_2409,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Cryptomonas,NA
ASV_2410,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,NA,NA
ASV_2411,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,NA,NA,NA
ASV_2412,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Allapsidae,Allapsidae_X,Allapsidae_X_sp.
ASV_2413,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA,NA
ASV_2414,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,Alphamycetaceae,Alphamyces,Alphamyces_chaetifer
ASV_2415,Eukaryota,TSAR,Alveolata,Ciliophora,Oligohymenophorea,Scuticociliatia_2,Scuticociliatia_2_X,Scuticociliatia_2_XX,Tardigrada_environmental
ASV_2416,Eukaryota,Cryptista,Kathablepharidacea,Kathablepharida,Kathablepharidea,Kathablepharidida,Kathablepharidida_X,NA,NA
ASV_2417,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,NA,NA,NA
ASV_2418,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Leotiomycetes,NA,NA
ASV_2419,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Ostracoda,Cypridopsis,Cypridopsis_adusta
ASV_2420,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Carteria,Carteria_sp.
ASV_2421,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA
ASV_2422,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,NA,NA,NA,NA
ASV_2423,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Sphaeropleales,Sphaeropleales_X,Pediastrum,Pediastrum_duplex
ASV_2424,Eukaryota,Obazoa,Opisthokonta,NA,NA,NA,NA,NA,NA
ASV_2425,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Cryptomonas,Cryptomonas_curvata
ASV_2426,Eukaryota,Obazoa,Opisthokonta,Fungi,Zoopagomycota,Entomophthoromycotina,Entomophthoromycotina_X,Zoophthora,Zoophthora_radicans
ASV_2427,Eukaryota,TSAR,Stramenopiles,NA,NA,NA,NA,NA,NA
ASV_2428,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,NA,NA
ASV_2429,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,NA,NA,NA
ASV_2430,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Goniomonadales,Goniomonadales_X,Goniomonas,Goniomonas_truncata
ASV_2431,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA
ASV_2432,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Bicoecales,Bicoecaceae,Bicosoeca,Bicosoeca_petiolata
ASV_2433,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA
ASV_2434,Eukaryota,Obazoa,Opisthokonta,Choanoflagellata,Choanoflagellatea,Craspedida,Salpingoecidae_Group_C1,Salpingoeca_C1,Salpingoeca_fusiformis
ASV_2435,Eukaryota,Cryptista,Kathablepharidacea,Kathablepharida,Kathablepharidea,Kathablepharidida,Kathablepharidida_X,Kathablepharidida_XX,Kathablepharidida_XX_sp.
ASV_2436,Eukaryota,TSAR,Stramenopiles,Gyrista,Bacillariophyceae,Bacillariales,Bacillariaceae,Nitzschia,Nitzschia_inconspicua
ASV_2437,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,NA,NA
ASV_2438,Eukaryota,Obazoa,Opisthokonta,Fungi,Opisthosporidia,Microsporida,Microsporida_X,Paramicrosporidium,Paramicrosporidium_saccamoebae
ASV_2439,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Cryptomonas,Cryptomonas_furtiva
ASV_2440,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,NA,NA
ASV_2441,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA
ASV_2442,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,NA,NA,NA,NA
ASV_2443,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA
ASV_2444,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Acanthocyclops,Acanthocyclops_viridis
ASV_2445,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA
ASV_2446,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Occidodiaptomus,NA
ASV_2447,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Spizellomycetales,NA,NA,NA
ASV_2448,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptophyceae_X,Basal_Cryptophyceae-1,Basal_Cryptophyceae-1_X,Basal_Cryptophyceae-1_X_sp.
ASV_2449,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Colpodellida_CHR1,Colpodellida_CHR1_X,Colpodellida_CHR1_X_sp.
ASV_2450,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA
ASV_2451,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyta_XX,Chlorophyta_XXX,Chlorophyta_XXXX,Scotinosphaera,NA
ASV_2452,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Bodomorphidae,Bodomorpha,Bodomorpha_minima
ASV_2453,Eukaryota,TSAR,Stramenopiles,Gyrista,Mediophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,NA
ASV_2454,Eukaryota,Obazoa,Opisthokonta,Metazoa,Gastrotricha,Gastrotricha_X,Gastrotricha_XX,Chaetonotus,NA
ASV_2455,Eukaryota,TSAR,Stramenopiles,Gyrista,Bolidophyceae,Parmales,NA,NA,NA
ASV_2456,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Pansomonadida,Agitatidae,Agitatidae_X,Agitatidae_X_sp.
ASV_2457,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Synurales,Synuraceae,Mallomonas,Mallomonas_caudata
ASV_2458,Eukaryota,TSAR,Rhizaria,Cercozoa,Novel-clade-10-12,Tremulida,Tremulidae,Tremula,Tremula_sp.
ASV_2459,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,Rhizophydiales_X,Rhizophydiales_XX,Rhizophydiales_XX_sp.
ASV_2460,Bacteria,PVC,Verrucomicrobia,Verrucomicrobia_X,Verrucomicrobiae,Chthoniobacterales,Terrimicrobiaceae,FukuN18_freshwater_group,FukuN18_freshwater_group_sp.
ASV_2461,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Ostracoda,Cypridopsis,NA
ASV_2462,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Branchiopoda,NA,NA
ASV_2463,Eukaryota,Obazoa,Opisthokonta,Metazoa,Gastrotricha,Gastrotricha_X,Gastrotricha_XX,Ichthydium,Ichthydium_squamigerum
ASV_2464,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Eudorina,Eudorina_elegans
ASV_2465,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Gonium,Gonium_pectorale
ASV_2466,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Eudorina,Eudorina_elegans
ASV_2467,Eukaryota,TSAR,Alveolata,Ciliophora,Spirotrichea,Hypotrichia,Halteriidae,Halteria,Halteria_grandinella
ASV_2468,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA
ASV_2469,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Collembola,NA,NA
ASV_2470,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA
ASV_2471,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,Rhizophydiales_X,Rhizophydiales_XX,Rhizophydiales_XX_sp.
ASV_2472,Eukaryota,TSAR,Rhizaria,Cercozoa,Endomyxa,Vampyrellida,NA,NA,NA
ASV_2473,Eukaryota,Obazoa,Opisthokonta,Ichthyosporea,Ichthyophonida,Ichthyophonidae,NA,NA,NA
ASV_2474,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,NA,NA,NA,NA
ASV_2475,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Rhogostoma-lineage,Rhogostoma,Rhogostoma_sp.
ASV_2476,Eukaryota,TSAR,Stramenopiles,NA,NA,NA,NA,NA,NA
ASV_2477,Eukaryota,Amoebozoa,Tubulinea,Tubulinea_X,Elardia,Euamoebida,Amoebidae,NA,NA
ASV_2478,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,Saprolegniales,Aphanomyces,NA
ASV_2479,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,Peronosporales,NA,NA
ASV_2480,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Vitreochlamys,Vitreochlamys_nekrassovii
ASV_2481,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Sphaeropleales,NA,NA,NA
ASV_2482,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,NA
ASV_2483,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA
ASV_2484,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Rhizophydiales,Kappamycetaceae,Kappamyces,Kappamyces_sp.
ASV_2485,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,Exobasidium,Exobasidium_rhododendri
ASV_2486,Eukaryota,TSAR,Alveolata,Ciliophora,Litostomatea,Haptoria_5,Pleurostomatida,Hemiophrys,Hemiophrys_procera
ASV_2487,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Agaricomycotina,Agaricomycetes,NA,NA
ASV_2488,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,Cryomonadida,Rhogostoma-lineage,Rhogostoma-lineage_X,Rhogostoma-lineage_X_sp.
ASV_2489,Eukaryota,Amoebozoa,Tubulinea,Tubulinea_X,Elardia,Euamoebida,Vermamoebidae,Hartmannella,Hartmannella_cantabrigiensis
ASV_2490,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,NA,NA,NA,NA,NA
ASV_2491,Eukaryota,Obazoa,Opisthokonta,Fungi,Rozellomycota,Rozellomycota_X,Rozellomycota_XX,Rozellomycota_XXX,Rozellomycota_XXX_sp.
ASV_2492,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Glissomonadida,Allapsidae,Allapsidae_X,Allapsidae_X_sp.
ASV_2493,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,Pseudodendromonadales_XX,Pseudodendromonadales_XX_sp.
ASV_2494,Eukaryota,TSAR,Rhizaria,Cercozoa,Novel-clade-10-12,Novel-clade-12,NC12B-lineage,NC12B-lineage_X,NC12B-lineage_X_sp.
ASV_2495,Eukaryota,TSAR,Stramenopiles,Gyrista,Dictyochophyceae,Dictyochophyceae_X,Pedinellales,NA,NA
ASV_2496,Eukaryota,TSAR,Stramenopiles,Gyrista,Eustigmatophyceae,Eustigmatophyceae_X,Eustigmatophyceae_XX,Vacuoliviride,Vacuoliviride_crystalliferum
ASV_2497,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,NA,NA
ASV_2498,Eukaryota,Obazoa,Opisthokonta,Metazoa,Bryozoa,Bryozoa_X,Bryozoa_XX,Plumatella,NA
ASV_2499,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,Peronosporales,Pythium,NA
ASV_2500,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,NA,NA,NA,NA
ASV_2501,Eukaryota,TSAR,Alveolata,Chrompodellids,Colpodellidea,Colpodellida,Colpodellida_CHR1,Colpodellida_CHR1_X,Colpodellida_CHR1_X_sp.
ASV_2502,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,NA,NA
ASV_2503,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Chlamydomonas,NA
ASV_2504,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA
ASV_2505,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA
ASV_2506,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Ustilaginomycotina,Exobasidiomycetes,NA,NA
ASV_2507,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Ostracoda,Cypria,NA
ASV_2508,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Komma,Komma_caudata
ASV_2509,Eukaryota,TSAR,Rhizaria,Cercozoa,Novel-clade-10-12,Novel-clade-10,Novel-clade-10_X,Novel-clade-10_XX,Novel-clade-10_XX_sp.
ASV_2510,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Ostracoda,Cypridopsis,NA
ASV_2511,Eukaryota,TSAR,Stramenopiles,Gyrista,Bolidophyceae,Parmales,NA,NA,NA
ASV_2512,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Cladochytriales,Cladochytriaceae,Cladochytrium,Cladochytrium_replicatum
ASV_2513,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Branchiopoda,Scapholeberis,Scapholeberis_mucronata
ASV_2514,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA
ASV_2515,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,Occidodiaptomus,NA
ASV_2516,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Chelicerata,Arachnida,Horreolanus,Horreolanus_orphanus
ASV_2517,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Imbricatea,Filosa-Imbricatea_X,Filosa-Imbricatea_XX,Filosa-Imbricatea_XXX,Filosa-Imbricatea_XXX_sp.
ASV_2518,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Pansomonadida,Pansomonadida_X,Pansomonadida_XX,Pansomonadida_XX_sp.
ASV_2519,Eukaryota,Obazoa,Opisthokonta,Fungi,Rozellomycota,Rozellomycota_X,Rozellomycota_XX,Rozellomycota_XXX,Rozellomycota_XXX_sp.
ASV_2520,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Cercomonadidae,Cercomonas,Cercomonas_sp.
ASV_2521,Eukaryota,Archaeplastida,Chlorophyta,Chlorophyta_X,Chlorophyceae,Chlamydomonadales,Chlamydomonadales_X,Eudorina,Eudorina_elegans
ASV_2522,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Wolffiella,NA
ASV_2523,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Dothideomycetes,NA,NA
ASV_2524,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,NA,NA,NA,NA
ASV_2525,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Imbricatea,Spongomonadida,Spongomonadidae,Spongomonas,Spongomonas_minima
ASV_2526,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Hexapoda,Collembola,Isotomurus,Isotomurus_palustris
ASV_2527,Eukaryota,Amoebozoa,Evosea,Evosea_X,Variosea,Variosea_X,Ischnamoebidae,Darbyshirella,Darbyshirella_terrestris
ASV_2528,Eukaryota,TSAR,Stramenopiles,Gyrista,Raphidophyceae,Raphidophyceae_X,Raphidophyceae_XX,Vacuolaria,Vacuolaria_virescens
ASV_2529,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Thecofilosea,NA,NA,NA,NA
ASV_2530,Eukaryota,Obazoa,Opisthokonta,Choanoflagellata,Choanoflagellatea,NA,NA,NA,NA
ASV_2531,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,Saprolegniales,Aphanomyces,Aphanomyces_invadans
ASV_2532,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,Pseudodendromonadales_XX,Pseudodendromonadales_XX_sp.
ASV_2533,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA
ASV_2534,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Bicoecales,Bicoecaceae,Bicosoeca,Bicosoeca_petiolata
ASV_2535,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,NA,NA,NA,NA
ASV_2536,Eukaryota,Obazoa,Opisthokonta,Metazoa,Porifera,Porifera_X,Demospongiae,NA,NA
ASV_2537,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA
ASV_2538,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Cercomonadida,Paracercomonadidae,Paracercomonas,Paracercomonas_ambulans
ASV_2539,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Sarcomonadea,Pansomonadida,Pansomonadida_X,Pansomonadida_XX,Pansomonadida_XX_sp.
ASV_2540,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,Pseudodendromonadales_XX,Pseudodendromonadales_XX_sp.
ASV_2541,Eukaryota,Obazoa,Opisthokonta,Fungi,Basidiomycota,Pucciniomycotina,Cystobasidiomycetes,Rhodotorula,Rhodotorula_phylloplana
ASV_2542,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,NA,NA,NA,NA
ASV_2543,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Paraphysomonadaceae,Paraphysomonas,NA
ASV_2544,Eukaryota,Haptista,Haptophyta,Haptophyta_X,Prymnesiophyceae,Prymnesiales,Chrysochromulinaceae,Chrysochromulina,NA
ASV_2545,Eukaryota,Obazoa,Opisthokonta,Fungi,Ascomycota,Pezizomycotina,Sordariomycetes,NA,NA
ASV_2546,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,NA,NA,NA,NA
ASV_2547,Eukaryota,TSAR,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
ASV_2548,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,NA,NA,NA,NA
ASV_2549,Eukaryota,TSAR,Rhizaria,Cercozoa,Filosa-Imbricatea,Filosa-Imbricatea_X,Filosa-Imbricatea_XX,Filosa-Imbricatea_XXX,Filosa-Imbricatea_XXX_sp.
ASV_2550,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptomonadales,Cryptomonadales_X,Cryptomonas,Cryptomonas_furtiva
ASV_2551,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA
ASV_2552,Eukaryota,TSAR,Stramenopiles,Bigyra,NA,NA,NA,NA,NA
ASV_2553,Eukaryota,TSAR,Stramenopiles,Bigyra,Bicoecea,Pseudodendromonadales,Pseudodendromonadales_X,NA,NA
ASV_2554,Eukaryota,TSAR,Alveolata,NA,NA,NA,NA,NA,NA
ASV_2555,Eukaryota,TSAR,Rhizaria,Cercozoa,NA,NA,NA,NA,NA
ASV_2556,Eukaryota,TSAR,Stramenopiles,Gyrista,Peronosporomycetes,Peronosporomycetes_X,Peronosporales,NA,NA
ASV_2557,Eukaryota,Obazoa,Opisthokonta,Fungi,Chytridiomycota,Zygophlyctidales,Zygophlyctidaceae,Zygophlyctis,Zygophlyctis_asterionellae
ASV_2558,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,NA,NA,NA,NA
ASV_2559,Eukaryota,TSAR,Stramenopiles,Gyrista,Chrysophyceae,Paraphysomonadales,Paraphysomonadaceae,Paraphysomonas,Paraphysomonas_vulgaris
ASV_2560,Eukaryota,NA,NA,NA,NA,NA,NA,NA,NA
ASV_2561,Eukaryota,Obazoa,Opisthokonta,Fungi,NA,NA,NA,NA,NA
ASV_2562,Eukaryota,Obazoa,Opisthokonta,Metazoa,Arthropoda,Crustacea,Maxillopoda,NA,NA
ASV_2563,Eukaryota,Archaeplastida,Streptophyta,Streptophyta_X,Embryophyceae,Embryophyceae_X,Embryophyceae_XX,Pinus,Pinus_taeda
ASV_2564,Eukaryota,Cryptista,Cryptophyta,Cryptophyta_X,Cryptophyceae,Cryptophyceae_X,Basal_Cryptophyceae-1,Basal_Cryptophyceae-1_X,Basal_Cryptophyceae-1_X_sp.
